iter	RMSE
161	0.4722062314
162	0.4719239646
163	0.4712960065
164	0.4707393428
165	0.4696944604
166	0.4683054596
167	0.4676250981
168	0.4672073197
169	0.4664760422
170	0.4662807716
171	0.465896378
172	0.4651350667
173	0.4643732998
174	0.4636846312
175	0.4630073571
176	0.4626960242
177	0.4617805751
178	0.4608137249
179	0.4600737709
180	0.4598484102
181	0.4588464863
182	0.4585789089
183	0.4580060107
184	0.4576014028
185	0.457393846
186	0.4567414275
187	0.4551282903
188	0.4547162376
189	0.4543421854
190	0.4536840889
191	0.4529529023
192	0.4521523206
193	0.4519171123
194	0.45134874
195	0.4506982907
196	0.4505822905
197	0.4498005318
198	0.4491467589
199	0.4484661137
200	0.4474820328
201	0.4471036953
202	0.4470310552
203	0.4463201558
204	0.4458154294
205	0.445344886
206	0.4446581658
207	0.4436136886
208	0.4427088055
209	0.4421294994
210	0.4414409744
211	0.4408605016
212	0.4401268981
213	0.4392897968
214	0.4385575153
215	0.4383581345
216	0.4382226595
217	0.4378383892
218	0.4376230143
219	0.4365961223
220	0.4354847052
221	0.4351036863
222	0.4343676864
223	0.433859788
224	0.433219547
225	0.4328640205
226	0.4323292031
227	0.4313499401
228	0.4306132636
229	0.4300970298
230	0.4297513727
231	0.4291197563
232	0.4283666842
233	0.4276646819
234	0.4271730764
235	0.426215314
236	0.4259614769
237	0.4256376054
238	0.4252445124
239	0.4245454128
240	0.4241007903
241	0.4238594907
242	0.4229035641
243	0.4225490498
244	0.4216043638
245	0.4210228438
246	0.4209067424
247	0.4208118239
248	0.4203586671
249	0.4199101961
250	0.419622079
251	0.4194062201
252	0.4183445241
253	0.41783975
254	0.4176061608
255	0.4168743638
256	0.4162484897
257	0.4158463735
258	0.415706155
259	0.4155520947
260	0.4153770268
261	0.4152777297
262	0.4146657425
263	0.4145536629
264	0.4144467398
265	0.4143490465
266	0.4142666627
267	0.4136227025
268	0.4128423248
269	0.4126453013
270	0.4120181249
271	0.4117769098
272	0.4117148955
273	0.4116012662
274	0.4106520392
275	0.4099025975
276	0.4098230652
277	0.4095420972
278	0.4094445445
279	0.4089307154
280	0.408672656
281	0.4086029096
282	0.408388178
283	0.4078415784
284	0.4077597645
285	0.4068725625
286	0.40682608
287	0.4067474075
288	0.4066533388
289	0.4061123358
290	0.4051316863
291	0.4047715135
292	0.4043255636
293	0.4034868827
294	0.4034344138
295	0.4033848913
296	0.4027026411
297	0.4022381587
298	0.4021587972
299	0.4015047995
300	0.4007404019
301	0.4006861375
302	0.3999377728
303	0.3996110817
304	0.3995662685
305	0.3989949524
306	0.3985752039
307	0.3980254959
308	0.3979704333
309	0.3974727852
310	0.3974300119
311	0.3972090746
312	0.3971515853
313	0.3971080095
314	0.3963910925
315	0.3963066295
316	0.3962628609
317	0.3962048093
318	0.3961315539
319	0.39604076
320	0.3959537193
321	0.3959161852
322	0.3954772391
323	0.3947307057
324	0.3946884113
325	0.3938461896
326	0.3932668185
327	0.3932191141
328	0.3923298843
329	0.3919637482
330	0.3914263714
331	0.390735542
332	0.3899805952
333	0.3899356426
334	0.3890435347
335	0.3889972588
336	0.3883841663
337	0.387727998
338	0.3868079591
339	0.3858888757
340	0.3852090056
341	0.3851684225
342	0.3845222707
343	0.3834571111
344	0.382507348
345	0.3815555324
346	0.3814981359
347	0.381056163
348	0.380273293
349	0.3795205918
350	0.3784613961
351	0.3780851977
352	0.3780277059
353	0.3770254962
354	0.3759943473
355	0.375252737
356	0.37477021
357	0.3736294928
358	0.3729176231
359	0.3726890447
360	0.3714308994
361	0.3707392944
362	0.3698430025
363	0.3689781528
364	0.3689311012
365	0.3688786921
366	0.3681391172
367	0.3679376897
368	0.3678216165
369	0.3670386586
370	0.3663544482
371	0.365142623
372	0.3643777851
373	0.3638528977
374	0.3630540203
375	0.3623882826
376	0.3623369743
377	0.3612388447
378	0.3603520886
379	0.3595657123
380	0.3589345727
381	0.358440622
382	0.357538451
383	0.3567440305
384	0.3560813199
385	0.3557150846
386	0.3556665007
387	0.3556171995
388	0.3550356237
389	0.3549906654
390	0.3541043084
391	0.3540597949
392	0.3536664411
393	0.3530302512
394	0.3520700908
395	0.3520254675
396	0.3516767219
397	0.3510363363
398	0.3501155865
399	0.3496499503
400	0.3491692022
401	0.3486186637
402	0.3485785752
403	0.3477891365
404	0.3472813031
405	0.3464982185
406	0.3457881655
407	0.345598168
408	0.3452575935
409	0.3452073596
410	0.3451646873
411	0.3448020785
412	0.3436893324
413	0.3431749618
414	0.3426543332
415	0.3417798785
416	0.3417406359
417	0.3411306332
418	0.3410764093
419	0.340768866
420	0.3398831848
421	0.3396965348
422	0.3391328585
423	0.3381884274
424	0.3372246745
425	0.3369031116
426	0.3367453577
427	0.3359229467
428	0.3354989605
429	0.3349160218
430	0.3345332284
431	0.3339475928
432	0.3334624799
433	0.3327702043
434	0.3326269595
435	0.3320835579
436	0.3313502812
437	0.3307651456
438	0.3297182954
439	0.3288966831
440	0.3288596926
441	0.3280164602
442	0.3278656551
443	0.3272779823
444	0.3272390249
445	0.326423937
446	0.3260782791
447	0.3256086101
448	0.3248731
449	0.3240964918
450	0.3232284948
451	0.3231717536
452	0.3231435606
453	0.3226599953
454	0.3216962428
455	0.3210417983
456	0.3204571361
457	0.3202184457
458	0.3197261804
459	0.3192473459
460	0.3187442002
461	0.3182811441
462	0.3176389311
463	0.3176043985
464	0.3175451925
465	0.3174189695
466	0.316718277
467	0.3166809331
468	0.3165842384
469	0.316089059
470	0.3158158054
471	0.3153759075
472	0.3152002973
473	0.3151665398
474	0.314936754
475	0.3145193048
476	0.3144742342
477	0.3138948555
478	0.3132619649
479	0.3129724056
480	0.3126311082
481	0.3120825393
482	0.3119202792
483	0.3118738812
484	0.3111208549
485	0.3103944889
486	0.3097231614
487	0.3092151699
488	0.3088989531
489	0.3084049702
490	0.3078818039
491	0.3075189084
492	0.306643382
493	0.306163832
494	0.3056821875
495	0.3053418785
496	0.3046306858
497	0.3040694262
498	0.3037283082
499	0.3030854424
500	0.3026592299
501	0.3023975995
502	0.3022310417
503	0.3021829303
504	0.30200929
505	0.3015103389
506	0.301457339
507	0.3010410988
508	0.3005424388
509	0.2999507565
510	0.2994588056
511	0.2991643064
512	0.2988052518
513	0.2987600104
514	0.29834322
515	0.2982195135
516	0.298196061
517	0.297644348
518	0.2971799041
519	0.2964952656
520	0.2962993977
521	0.2955142834
522	0.2954875794
523	0.2954199652
524	0.2953728535
525	0.2949048515
526	0.2945116142
527	0.2943526492
528	0.2936769111
529	0.2931528107
530	0.2925815217
531	0.2919041058
532	0.2918307112
533	0.291418001
534	0.2908580046
535	0.2903801066
536	0.2898114657
537	0.2893592335
538	0.2888013246
539	0.2880004142
540	0.2875913058
541	0.2869074445
542	0.2861622852
543	0.286039467
544	0.2854906466
545	0.2850748148
546	0.2847124047
547	0.2846419976
548	0.284194683
549	0.2840846587
550	0.2834861137
551	0.282676158
552	0.2826479284
553	0.2821891779
554	0.2814251578
555	0.2812722522
556	0.2805754892
557	0.2798451983
558	0.2797772916
559	0.2792243386
560	0.2785667971
561	0.2782058182
562	0.2775459689
563	0.2771245351
564	0.2769019801
565	0.2762998066
566	0.276045997
567	0.2758828118
568	0.2755133329
569	0.275154583
570	0.2747434547
571	0.2743611679
572	0.2738127828
573	0.2734748523
574	0.2728909723
575	0.2723071042
576	0.2719046505
577	0.2714428316
578	0.2708001859
579	0.2701636824
580	0.2697035632
581	0.2693000842
582	0.2688674542
583	0.2688428752
584	0.2687945812
585	0.2687549064
586	0.2681571236
587	0.2678828597
588	0.2674882896
589	0.2671845519
590	0.2671539517
591	0.2671319791
592	0.2666896425
593	0.2663936109
594	0.2660934529
595	0.2658308809
596	0.2653909196
597	0.2645978867
598	0.26414719
599	0.2638522692
